date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:48:51	103186/103186	---M--	200	added ('OK')	text/html	etag:%225170814f97f5d5af486c8a92e82c8164%22	https://luma.humatheme.com/Demos/App_Layout/student-quiz-results.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/student-quiz-results.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:51	183825/183825	---M--	200	added ('OK')	text/html	etag:%22687a709da1ea32edef478fe56f1b770e%22	https://luma.humatheme.com/Demos/App_Layout/paths.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/paths.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:52	80858/80858	---M--	200	added ('OK')	text/html	etag:%22f77208292cc4ddb0b86c735a15c884a9%22	https://luma.humatheme.com/Demos/App_Layout/help-center.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/help-center.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:52	159422/159422	---M--	200	added ('OK')	text/html	etag:%2290bcf0e3813834afb8d39927b97eb497%22	https://luma.humatheme.com/Demos/App_Layout/student-path.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/student-path.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:53	79174/79174	---M--	200	added ('OK')	text/html	etag:%2265876d720c191131931e3740e9672dbd%22	https://luma.humatheme.com/Demos/App_Layout/student-path-assessment.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/student-path-assessment.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:53	117293/117293	---M--	200	added ('OK')	text/html	etag:%22c1203a84322272dc8a1d1202eb07ad10%22	https://luma.humatheme.com/Demos/App_Layout/student-path-assessment-result.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/student-path-assessment-result.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:54	191091/191091	---M--	200	added ('OK')	text/html	etag:%22810767c45f41e483660420caec537890%22	https://luma.humatheme.com/Demos/App_Layout/student-paths.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/student-paths.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:54	92657/92657	---M--	200	added ('OK')	text/html	etag:%2285f905fe6f5836e767ecc9db68cd80e3%22	https://luma.humatheme.com/Demos/App_Layout/pricing.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/pricing.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:54	95060/95060	---M--	200	added ('OK')	text/html	etag:%22a4c90b410fa1b3ce9f6deb5a32a66a06%22	https://luma.humatheme.com/Demos/App_Layout/instructor-dashboard.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-dashboard.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:55	141260/141260	---M--	200	added ('OK')	text/html	etag:%2238e6f00e68badfd8c66c432a9eaab86c%22	https://luma.humatheme.com/Demos/App_Layout/instructor-courses.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-courses.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:55	102100/102100	---M--	200	added ('OK')	text/html	etag:%22ad34231201856bbe0b667caf37b6aec4%22	https://luma.humatheme.com/Demos/App_Layout/instructor-quizzes.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-quizzes.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:56	90121/90121	---M--	200	added ('OK')	text/html	etag:%2249232d72e0b31063e7310597e57a3ea3%22	https://luma.humatheme.com/Demos/App_Layout/instructor-earnings.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-earnings.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:56	89274/89274	---M--	200	added ('OK')	text/html	etag:%228e220ae2a0cbfb4e1b4b54824bb2d70d%22	https://luma.humatheme.com/Demos/App_Layout/instructor-statement.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-statement.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:57	89657/89657	---M--	200	added ('OK')	text/html	etag:%22c590d819e8cfd949141f81db62097fd7%22	https://luma.humatheme.com/Demos/App_Layout/instructor-edit-course.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-edit-course.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:58	86526/86526	---M--	200	added ('OK')	text/html	etag:%225710ed1a24ecd52861d9036924fdac05%22	https://luma.humatheme.com/Demos/App_Layout/instructor-edit-quiz.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/instructor-edit-quiz.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:58	115497/115497	---M--	200	added ('OK')	text/html	etag:%223e7a85e8b161892409db0683307cc63b%22	https://luma.humatheme.com/Demos/App_Layout/teachers.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/teachers.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:59	92728/92728	---M--	200	added ('OK')	text/html	etag:%220fad0109fa8530e78e660d5e1cca2b13%22	https://luma.humatheme.com/Demos/App_Layout/student-profile.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/student-profile.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:48:59	87981/87981	---M--	200	added ('OK')	text/html	etag:%228f423c6f4833f984734f926bdda64603%22	https://luma.humatheme.com/Demos/App_Layout/teacher-profile.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/teacher-profile.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:00	97623/97623	---M--	200	added ('OK')	text/html	etag:%22bfdb5c80969d73d98a70e0a60669b049%22	https://luma.humatheme.com/Demos/App_Layout/blog.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/blog.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:01	87788/87788	---M--	200	added ('OK')	text/html	etag:%2255bb7397a9870c198fe97f82262f6788%22	https://luma.humatheme.com/Demos/App_Layout/blog-post.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/blog-post.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:01	82533/82533	---M--	200	added ('OK')	text/html	etag:%22e71208a0268f335dd677600fdc12ae58%22	https://luma.humatheme.com/Demos/App_Layout/faq.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/faq.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:02	88084/88084	---M--	200	added ('OK')	text/html	etag:%2253fd78ee0878f4149a71444ea208b136%22	https://luma.humatheme.com/Demos/App_Layout/discussions.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/discussions.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:03	87650/87650	---M--	200	added ('OK')	text/html	etag:%22bb3da9d8a6d1dc12a489eacec49bbd4d%22	https://luma.humatheme.com/Demos/App_Layout/discussion.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/discussion.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:03	87046/87046	---M--	200	added ('OK')	text/html	etag:%22f7af376fbf73afc493d5b959859bcedb%22	https://luma.humatheme.com/Demos/App_Layout/discussions-ask.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/discussions-ask.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:03	69089/69089	---M--	200	added ('OK')	text/html	etag:%223d8644f32f3cebdfa44e376548f3d64a%22	https://luma.humatheme.com/Demos/App_Layout/login.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/login.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:04	519816/519816	---M--	200	added ('OK')	image/jpeg	etag:%229d4685e27708964a6745d771d6c18b2b%22	https://luma.humatheme.com/public/images/photodune-4161018-group-of-students-m.jpg	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/photodune-4161018-group-of-students-m.jpg	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:04	74093/74093	---M--	200	added ('OK')	text/html	etag:%228f7a8b373a39cc3c6b8ca4f7dcf4430a%22	https://luma.humatheme.com/Demos/App_Layout/signup.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/signup.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:04	12621/12621	---M--	200	added ('OK')	image/png	etag:%225900b6cac9cb18a8dd9ec8e6e42844bc%22	https://luma.humatheme.com/public/images/paths/sketch_430x168.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/sketch_430x168.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:04	9414/9414	---M--	200	added ('OK')	image/jpeg	etag:%22846cdc23665656255d4212540dd7d4eb%22	https://luma.humatheme.com/public/images/256_luke-porter-261779-unsplash.jpg	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/256_luke-porter-261779-unsplash.jpg	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:04	10417/10417	---M--	200	added ('OK')	image/png	etag:%22f2d97872aadbda35f074d4308cc7ba70%22	https://luma.humatheme.com/public/images/paths/invision_430x168.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/invision_430x168.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:04	14661/14661	---M--	200	added ('OK')	image/jpeg	etag:%224110715f1f0339856135e579c0406015%22	https://luma.humatheme.com/public/images/256_michael-dam-258165-unsplash.jpg	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/256_michael-dam-258165-unsplash.jpg	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:05	12565/12565	---M--	200	added ('OK')	image/png	etag:%22cd3bf53436076ce7b0818c586fb02fc5%22	https://luma.humatheme.com/public/images/paths/photoshop_430x168.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/photoshop_430x168.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:05	45080/45080	---M--	200	added ('OK')	image/jpeg	etag:%22bc48d1e73048de770e0ec52ccf7ef7cf%22	https://luma.humatheme.com/public/images/256_rsz_1andy-lee-642320-unsplash.jpg	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/256_rsz_1andy-lee-642320-unsplash.jpg	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:05	7174/7174	---M--	200	added ('OK')	image/png	etag:%22c1a5feda71cb27f6e75ce961f582321d%22	https://luma.humatheme.com/public/images/paths/invision_200x168.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/invision_200x168.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:05	7610/7610	---M--	200	added ('OK')	image/png	etag:%22e9b9b4419beeeaa884caf4e3a7d8b559%22	https://luma.humatheme.com/public/images/paths/react_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/react_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:06	5163/5163	---M--	200	added ('OK')	image/png	etag:%22a2b5367802fc3c49755252cf880dcf5b%22	https://luma.humatheme.com/public/images/paths/devops_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/devops_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:06	6263/6263	---M--	200	added ('OK')	image/png	etag:%228967a9e838126695df2989f53bc8f955%22	https://luma.humatheme.com/public/images/paths/redis_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/redis_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:06	8594/8594	---M--	200	added ('OK')	image/png	etag:%225740c14ba8b4c07f2f39d68842edfad0%22	https://luma.humatheme.com/public/images/paths/mailchimp_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/mailchimp_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:06	4611/4611	---M--	200	added ('OK')	image/png	etag:%223bdd537bb1b40ea4dc20c5cf12fb7a0e%22	https://luma.humatheme.com/public/images/paths/swift_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/swift_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:06	8275/8275	---M--	200	added ('OK')	image/png	etag:%229982e1a632d875584aa13fa1c0860111%22	https://luma.humatheme.com/public/images/paths/wordpress_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/wordpress_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:07	4962/4962	---M--	200	added ('OK')	image/png	etag:%2218c2201701ade7c2086d108ecd604d24%22	https://luma.humatheme.com/public/images/paths/sketch_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/sketch_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:07	11576/11576	---M--	200	added ('OK')	image/png	etag:%22d1f588ec37a72cfa942ad0e0d74307b2%22	https://luma.humatheme.com/public/images/paths/flinto_430x168.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/flinto_430x168.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:07	4384/4384	---M--	200	added ('OK')	image/png	etag:%22abff24eb506d9967ec2a666bbbbdce04%22	https://luma.humatheme.com/public/images/paths/flinto_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/flinto_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:07	5628/5628	---M--	200	added ('OK')	image/png	etag:%220df9c7d34c2f521a546a1d687643d10e%22	https://luma.humatheme.com/public/images/paths/photoshop_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/photoshop_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:08	12326/12326	---M--	200	added ('OK')	image/png	etag:%220d3c2b6bd29d4808819f60e7951272e6%22	https://luma.humatheme.com/public/images/paths/figma_430x168.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/figma_430x168.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:08	3573/3573	---M--	200	added ('OK')	image/png	etag:%2205788a80254b0648a0dd50f2eababb53%22	https://luma.humatheme.com/public/images/paths/figma_40x40@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/paths/figma_40x40@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:08	3081/3081	---M--	200	added ('OK')	image/png	etag:%22ea642242603190149aac4ce4a602a214%22	https://luma.humatheme.com/public/images/logo/black-70@2x.png	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/public/images/logo/black-70@2x.png	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:09	115460/115460	---M--	200	added ('OK')	text/html	etag:%22d7a95baf8a394b2c34a864ff88889a6c%22	https://luma.humatheme.com/Demos/App_Layout/erp-dashboard.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/erp-dashboard.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:10	122081/122081	---M--	200	added ('OK')	text/html	etag:%22d2009ab900e975399828bcd6aa2270af%22	https://luma.humatheme.com/Demos/App_Layout/crm-dashboard.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/crm-dashboard.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:10	123805/123805	---M--	200	added ('OK')	text/html	etag:%227d1652a441d93b421f257e6de927aa8e%22	https://luma.humatheme.com/Demos/App_Layout/hr-dashboard.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/hr-dashboard.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:11	140474/140474	---M--	200	added ('OK')	text/html	etag:%22e0cbae06d282c7c0bb93ea5319cbc7e7%22	https://luma.humatheme.com/Demos/App_Layout/employees.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/employees.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:11	102366/102366	---M--	200	added ('OK')	text/html	etag:%22413f273cd55b5733f62b958ffb743a9a%22	https://luma.humatheme.com/Demos/App_Layout/staff.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/staff.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:12	106667/106667	---M--	200	added ('OK')	text/html	etag:%227166baab40523bb30c0debd80b331ce7%22	https://luma.humatheme.com/Demos/App_Layout/leaves.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/leaves.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:12	263/263	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2014%20May%202025%2012:19:16%20GMT	https://luma.humatheme.com/Demos/App_Layout/departments.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/departments.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:13	138688/138688	---M--	200	added ('OK')	text/html	etag:%22b003f82e0aea41dd6c5fe78b15c47c11%22	https://luma.humatheme.com/Demos/App_Layout/projects.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/projects.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:14	115215/115215	---M--	200	added ('OK')	text/html	etag:%2275ea6ee8dcbb83b7a2450df99a9c2c72%22	https://luma.humatheme.com/Demos/App_Layout/tasks-board.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/tasks-board.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:14	123067/123067	---M--	200	added ('OK')	text/html	etag:%228feb9b471f1b571ac13efde0f0d05c59%22	https://luma.humatheme.com/Demos/App_Layout/tasks-list.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/tasks-list.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:14	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2014%20May%202025%2012:19:18%20GMT	https://luma.humatheme.com/Demos/App_Layout/kanban.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/kanban.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:15	135653/135653	---M--	200	added ('OK')	text/html	etag:%22324274734c146d9b995ef3acd33f7418%22	https://luma.humatheme.com/Demos/App_Layout/ecommerce.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/ecommerce.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:16	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2014%20May%202025%2012:19:18%20GMT	https://luma.humatheme.com/Demos/App_Layout/edit-product.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/edit-product.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:16	85907/85907	---M--	200	added ('OK')	text/html	etag:%22b02b31ca81e73e7aaa8e4cec1b5486c2%22	https://luma.humatheme.com/Demos/App_Layout/messages.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/messages.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:17	96083/96083	---M--	200	added ('OK')	text/html	etag:%2279df73bcbb99bf437f5919b85ddefde9%22	https://luma.humatheme.com/Demos/App_Layout/cms-dashboard.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/cms-dashboard.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:17	78976/78976	---M--	200	added ('OK')	text/html	etag:%22d6af42a33405ce1e9efa7efca28d0c52%22	https://luma.humatheme.com/Demos/App_Layout/email.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/email.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:18	96916/96916	---M--	200	added ('OK')	text/html	etag:%229ce7f0ffc4aefaf38044a5ed70ba1e0b%22	https://luma.humatheme.com/Demos/App_Layout/posts.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/posts.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:18	76290/76290	---M--	200	added ('OK')	text/html	etag:%2296033b1d5dc0a99d0fb2691693eb7e59%22	https://luma.humatheme.com/Demos/App_Layout/signup-payment.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/signup-payment.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:19	69513/69513	---M--	200	added ('OK')	text/html	etag:%2298097c677981f18a8f491b17693e199c%22	https://luma.humatheme.com/Demos/App_Layout/reset-password.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/reset-password.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
17:49:19	69143/69143	---M--	200	added ('OK')	text/html	etag:%2254bb5b4a02fed9865077dd89758504b5%22	https://luma.humatheme.com/Demos/App_Layout/change-password.html	C:/My%20Web%20Sites/stu-dash/luma.humatheme.com/Demos/App_Layout/change-password.html	(from https://luma.humatheme.com/Demos/App_Layout/index.html)
